tweet,tweet_tokenized
"no sé, pero same  https://t.co/DiAeVWnWMu","['sé', 'same']"
@magalystika y Magaly siempre me rebota la salidas,"['magalystika', 'magaly', 'siempre', 'rebota', 'salidas']"
pueden creer que tengo unas cosas en casa de penny desde hace como dos años y no las he podido ir a buscarrrr :/,"['pueden', 'creer', 'unas', 'cosas', 'casa', 'penny', 'hace', 'dos', 'años', 'podido', 'ir', 'buscarrrr']"
@gigivcc @valvallecp rt,"['gigivcc', 'valvallecp', 'rt']"
q es mejor  justifiq su respuesta,"['mejor', 'justifiq', 'respuesta']"
me gustan este tipo de hilos,"['gustan', 'tipo', 'hilos']"
@delascasasg sarrgan,"['delascasasg', 'sarrgan']"
@Faabb___ mucho lof,"['faabb', 'lof']"
@Pierocasablanca y este  https://t.co/8U0rBXs3At,['pierocasablanca']
@janiceportes siempre hay que cagarla la aprender,"['janiceportes', 'siempre', 'cagarla', 'aprender']"
@Pierocasablanca claro chiko no tas en nada,"['pierocasablanca', 'claro', 'chiko', 'tas']"
@Pierocasablanca mi novio no novio sí es bello,"['pierocasablanca', 'novio', 'novio', 'bello']"
"todas tenemos una época en la que estamos con un mono que no nos quiere, gracias a dios yo ya pasé por la mía  y las que están ahí, bueno ✨salgan✨","['todas', 'época', 'mono', 'quiere', 'gracias', 'dios', 'pasé', 'ahí', 'bueno', '✨salgan✨']"
@Pierocasablanca lit yo,"['pierocasablanca', 'lit']"
dios mío pero por qué lloras por un mono muchacha gafa  de: mi para: ti,"['dios', 'lloras', 'mono', 'muchacha', 'gafa']"
y ✨ webona ✨,['webona']
mi amiga: no vale él ya me prometió y me juró por su mamá que no tiene nada con ella  el jevo 5 minutos después: *sube una foto con el cacho*  simplemente ✨onvre✨,"['amiga', 'vale', 'prometió', 'juró', 'mamá', 'jevo', 'minutos', 'después', 'sube', 'foto', 'cacho', 'simplemente', '✨onvre✨']"
@valvallecp oki,"['valvallecp', 'oki']"
@valvallecp pasa el dato,"['valvallecp', 'pasa', 'dato']"
lo amé jajsjajajaj,"['amé', 'jajsjajajaj']"
felidomingo,['felidomingo']
@georgndrw @janiceportes NO,"['georgndrw', 'janiceportes']"
detesto a la gente que no responde rápido,"['detesto', 'gente', 'responde', 'rápido']"
quiero un chaqueta de jean,"['quiero', 'chaqueta', 'jean']"
qué es lo que haces si te despiertas súper random a las 3 am,"['haces', 'si', 'despiertas', 'súper', 'random', 'am']"
"si me dejan embarcada, muero","['si', 'dejan', 'embarcada', 'muero']"
@HolyChickenCcs tieso,"['holychickenccs', 'tieso']"
no puedo dejar de decir oki,"['puedo', 'dejar', 'decir', 'oki']"
@magalystika y si te invito a un plan me dices que si?,"['magalystika', 'si', 'invito', 'plan', 'dices', 'si']"
"necesito amigas que se activen para todo, dios mío p qqq","['necesito', 'amigas', 'activen', 'dios', 'qqq']"
volvió la pesadilla del internet poteado,"['volvió', 'pesadilla', 'internet', 'poteado']"
ese es mi mood,['mood']
"no les pasa que a veces necesitan como demasiada atención, que los consientan, los abracen y los llenen de besos🥺 tirste  https://t.co/EwR9RPKHzu","['pasa', 'veces', 'necesitan', 'demasiada', 'atención', 'consientan', 'abracen', 'llenen', 'besos🥺', 'tirste']"
yo valgo demasiado,"['valgo', 'demasiado']"
@SayMichar 😳,['saymichar']
@Petroxico conchale vale pero un poquito más de originalidak,"['petroxico', 'conchale', 'vale', 'poquito', 'originalidak']"
"mi vecino ha tenido dos novias a ambas les ha regalado conejos, no entiendo su modus operandi","['vecino', 'dos', 'novias', 'ambas', 'regalado', 'conejos', 'entiendo', 'modus', 'operandi']"
"@JoseMonroy00 @meegandm literal, es paja","['josemonroy', 'meegandm', 'literal', 'paja']"
@thundermerch @ml_guillot 🤪  https://t.co/EbZ9Oh998o,"['thundermerch', 'ml', 'guillot']"
"esta semana va a ser la mejor, ARRECHÍSIMA","['semana', 'va', 'ser', 'mejor', 'arrechísima']"
ma girl  https://t.co/uFXgdotaap,"['ma', 'girl']"
@barbaradediego1 pa que,"['barbaradediego', 'pa']"
@cristastral derecha,"['cristastral', 'derecha']"
hoy reunión de niñitas,"['hoy', 'reunión', 'niñitas']"
@PintandoToninas @magalystika esto está mejor,"['pintandotoninas', 'magalystika', 'mejor']"
todavía estoy aprendiendo🥺,"['todavía', 'aprendiendo🥺']"
un año desde que salió este temazo  https://t.co/ZHyLANoola,"['año', 'salió', 'temazo']"
@magalystika mamagueva,"['magalystika', 'mamagueva']"
@PintandoToninas tuve una época así,"['pintandotoninas', 'época', 'así']"
"profe, termine de dar la clase que quiero ver elite","['profe', 'termine', 'dar', 'clase', 'quiero', 'ver', 'elite']"
@thundermerch sambil 👀,"['thundermerch', 'sambil']"
"yo sé chama, no lo hagan","['sé', 'chama', 'hagan']"
ñao ñao amigao,"['ñao', 'ñao', 'amigao']"
@daniellacip no mami yo no soy malaaa,"['daniellacip', 'mami', 'malaaa']"
ya saliooooooo🤩🤩🤩  https://t.co/S64KQAWHpW,['saliooooooo🤩🤩🤩']
@dmoron99 @Gabrielgiam1 así me gusta,"['dmoron', 'gabrielgiam', 'así', 'gusta']"
"@MeDicenChepi señor, two mimir","['medicenchepi', 'señor', 'two', 'mimir']"
@gigreyes1996 quién,"['gigreyes', 'quién']"
"bueno y entocnes esperé que fueran las 12 para que saliera elite y nada pues, bien bueno","['bueno', 'entocnes', 'esperé', 'saliera', 'elite', 'pues', 'bien', 'bueno']"
@sarahcuiman los precios están 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡,"['sarahcuiman', 'precios', '🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡']"
@Lggr2000 ojalá noo,"['lggr', 'ojalá', 'noo']"
@ruizluisalejan1 🥺❤️,"['ruizluisalejan', '🥺❤️']"
yo,[]
@maroaccettaa  https://t.co/4zKdNhLKBU,['maroaccettaa']
@georgndrw marico si😭 no pueo,"['georgndrw', 'marico', 'si😭', 'pueo']"
quiero,['quiero']
yo leyendo:  https://t.co/J7YO2Hkt9k,['leyendo']
"después de un día de mierda me alegraron el día con esto, si tienen algo bueno que decirle a una persona  HÁGANLOOOO  https://t.co/ekWHwHWAEM","['después', 'día', 'mierda', 'alegraron', 'día', 'si', 'bueno', 'decirle', 'persona', 'háganloooo']"
deténganme,['deténganme']
@valen2c yo,['valen']
"no seas el tipo de persona que comenta en un post ""precio""  mamaguevo pero es que los odio, dime hola por lo menos ctm","['tipo', 'persona', 'comenta', 'post', 'precio', 'mamaguevo', 'odio', 'dime', 'hola', 'menos', 'ctm']"
@magalystika que si no,"['magalystika', 'si']"
"@gabymarinmg verdad que están bueniiisiimass, ya quiero que sea viernes para que salga la serie","['gabymarinmg', 'verdad', 'bueniiisiimass', 'quiero', 'viernes', 'salga', 'serie']"
hoy siiii plis,"['hoy', 'siiii', 'plis']"
las historias cortas de elite están buenísimas,"['historias', 'cortas', 'elite', 'buenísimas']"
@finallyblonde porque mi novio no novio es,"['finallyblonde', 'novio', 'novio']"
confirmo,['confirmo']
@mandanep_ no,['mandanep']
@georgndrw @thundermerch fuegooo,"['georgndrw', 'thundermerch', 'fuegooo']"
@magalystika upsi,"['magalystika', 'upsi']"
a las 8 voy a hacer un tw spaces con mi equipo de trabajo @thundermerch 😎 se meten si o qué?  no me hagan pasar pena plis,"['voy', 'hacer', 'tw', 'spaces', 'equipo', 'trabajo', 'thundermerch', 'meten', 'si', 'hagan', 'pasar', 'pena', 'plis']"
todo va a estar bien,"['va', 'bien']"
manifesting,['manifesting']
@PintandoToninas vimos jakajajajjs,"['pintandotoninas', 'vimos', 'jakajajajjs']"
hola,['hola']
"me puse a escuchar reggaeton en 8d, ya no hay vuelta atrás","['puse', 'escuchar', 'reggaeton', 'vuelta', 'atrás']"
me acuerdo que la época cuando me tomé esta foto estaba en MI PEAAAAK DURISIIIIIMO  https://t.co/LMADuIhONN,"['acuerdo', 'época', 'tomé', 'foto', 'peaaaak', 'durisiiiiimo']"
"la cara de una roba maridos, yop  https://t.co/tcJzoMX3Mn","['cara', 'roba', 'maridos', 'yop']"
pa fuera la gente mal vibrosa,"['pa', 'gente', 'mal', 'vibrosa']"
ya era hora,['hora']
"en plena exposición se me vino a potear la computadora, me sentí bien veneca","['plena', 'exposición', 'vino', 'potear', 'computadora', 'sentí', 'bien', 'veneca']"
@PenelopeAlmeida @ruizluisalejan1  https://t.co/HpT8XTdFQz,"['penelopealmeida', 'ruizluisalejan']"
@ruizluisalejan1 @PenelopeAlmeida me falta mi americania,"['ruizluisalejan', 'penelopealmeida', 'falta', 'americania']"
no sé qué mierda hago con mi vida,"['sé', 'mierda', 'hago', 'vida']"
viernes  https://t.co/pAQWWzuVPo,['viernes']
"domingo en la tarde de ver garfield, qué felicidad","['domingo', 'tarde', 'ver', 'garfield', 'felicidad']"
a mi me lanzaron esta🤡  https://t.co/UlKYRZmBaH,"['lanzaron', 'esta🤡']"
@gaabccs yo,['gaabccs']
@eddiealbert0 @Rubiu5 @tonyhawk el verdadero quien pudiera,"['eddiealbert', 'rubiu', 'tonyhawk', 'verdadero', 'pudiera']"
amanecí con ganas de helado,"['amanecí', 'ganas', 'helado']"
@magalystika @finallyblonde dime tuu,"['magalystika', 'finallyblonde', 'dime', 'tuu']"
@finallyblonde @magalystika y yo,"['finallyblonde', 'magalystika']"
"mi vida cambió cuando descubrí cómo se podían silenciar tweets  o sea, ayer","['vida', 'cambió', 'descubrí', 'cómo', 'podían', 'silenciar', 'tweets', 'ayer']"
:),[]
caer en hueco a las 6 de la tarde no es muy rockstar de mi parte,"['caer', 'hueco', 'tarde', 'rockstar', 'parte']"
primer mundo who,"['primer', 'mundo', 'who']"
@georgndrw @ItsMereeeh soy yo jajajajajajajaj,"['georgndrw', 'itsmereeeh', 'jajajajajajajaj']"
@PolarLightVE me las merezco,"['polarlightve', 'merezco']"
bueno la cosa esa se poteó y chao,"['bueno', 'cosa', 'poteó', 'chao']"
@PintandoToninas metete en spacess,"['pintandotoninas', 'metete', 'spacess']"
@calderonsin metetee,"['calderonsin', 'metetee']"
@FWilliana se salió de control,"['fwilliana', 'salió', 'control']"
"hola, si hago un twitter spaces se meten?","['hola', 'si', 'hago', 'twitter', 'spaces', 'meten']"
@mellamoayrton no tiene luz a,"['mellamoayrton', 'luz']"
@LeopoldoQC streamer,"['leopoldoqc', 'streamer']"
@Andresgo20001 no ser,"['andresgo', 'ser']"
alguien que sepa usar twitch escríbame ya,"['alguien', 'sepa', 'usar', 'twitch', 'escríbame']"
@magalystika mantra,"['magalystika', 'mantra']"
@flordu03 gracias chama,"['flordu', 'gracias', 'chama']"
"otra opinión que nadie pidió, pero gracias &lt;3","['opinión', 'nadie', 'pidió', 'gracias', 'lt']"
"ok gracias señora nancy, seguimos con nuestras vidas","['ok', 'gracias', 'señora', 'nancy', 'seguimos', 'vidas']"
@finallyblonde si que ladilla,"['finallyblonde', 'si', 'ladilla']"
@Daniel_Branco99 aja,"['daniel', 'branco', 'aja']"
@Daniel_Branco99 de que ? gafo,"['daniel', 'branco', 'gafo']"
@Daniel_Branco99 a,"['daniel', 'branco']"
@ycjr4 wujjuu🔥😎,"['ycjr', 'wujjuu🔥😎']"
al comienzo de la cuarentena cuando tenía pollina era más cool  https://t.co/tJIMLj1D6y,"['comienzo', 'cuarentena', 'pollina', 'cool']"
@janiceportes jajajajajajaj mori,"['janiceportes', 'jajajajajajaj', 'mori']"
@valen2c 😤😤😤,"['valen', '😤😤😤']"
@nancyyymc simplemente ✨haste puta✨,"['nancyyymc', 'simplemente', '✨haste', 'puta✨']"
@Danii_1498 naguara,"['danii', 'naguara']"
"gracias por tu opinión, ahora métetela por el culo","['gracias', 'opinión', 'ahora', 'métetela', 'culo']"
gracias ya sé  https://t.co/COBjVQi6TI,"['gracias', 'sé']"
@SpgFreddy quizás me lo pide cuando ya esté enterrada  qué darks,"['spgfreddy', 'quizás', 'pide', 'enterrada', 'darks']"
@SpgFreddy las cachetadas son pa mi,"['spgfreddy', 'cachetadas', 'pa']"
ah ya 300 coñazos,"['ah', 'coñazos']"
"@Lggr2000 la mejor serie del mundo es breaking bad, pero ok","['lggr', 'mejor', 'serie', 'mundo', 'breaking', 'bad', 'ok']"
@georgndrw ke,"['georgndrw', 'ke']"
"estoy triste, voy a ver otro cap de bojack horseman para terminar de llorar","['triste', 'voy', 'ver', 'cap', 'bojack', 'horseman', 'terminar', 'llorar']"
@PKejjo tirste,"['pkejjo', 'tirste']"
@carggonzalez02 miti miti,"['carggonzalez', 'miti', 'miti']"
@gaabccs el bicho como tal🤮,"['gaabccs', 'bicho', 'tal🤮']"
@beingmeasfuck verdaderamente inesperado,"['beingmeasfuck', 'verdaderamente', 'inesperado']"
el gato malandro,"['gato', 'malandro']"
@iLauraRojas eso está doloroso,"['ilaurarojas', 'doloroso']"
@iLauraRojas chama pero tampoco asi,"['ilaurarojas', 'chama', 'tampoco', 'asi']"
@MajoVene18  https://t.co/GNNPQ6L1sE,['majovene']
yo viendo los red flags  https://t.co/hWMzK3KVEk,"['viendo', 'red', 'flags']"
@MajoVene18 perp que horrible😭😤,"['majovene', 'perp', 'horrible😭😤']"
@Villxlobxs flagss,"['villxlobxs', 'flagss']"
"@Villxlobxs tengo que ver los red flaca, verdad?","['villxlobxs', 'ver', 'red', 'flaca', 'verdad']"
@Villxlobxs @Andresoto15 exacto,"['villxlobxs', 'andresoto', 'exacto']"
@Villxlobxs marica casi 100 me muero,"['villxlobxs', 'marica', 'casi', 'muero']"
yo contando mis logros,"['contando', 'logros']"
MARICO CASI 100 CACHETADAS? KLLENCCC,"['marico', 'casi', 'cachetadas', 'kllenccc']"
@PintandoToninas diox,"['pintandotoninas', 'diox']"
@_calh mami pero😭,"['calh', 'mami', 'pero😭']"
las clases de guionismo me enseñaron a entender memes de dioses  gracias ucab  https://t.co/fZhlcqCqEN,"['clases', 'guionismo', 'enseñaron', 'entender', 'memes', 'dioses', 'gracias', 'ucab']"
@_calh será que voy pa esa? vale la pena🤡?,"['calh', 'voy', 'pa', 'vale', 'pena🤡']"
@IThinkIsBuda maltrato😤,"['ithinkisbuda', 'maltrato😤']"
@_calh noooo quejeso,"['calh', 'noooo', 'quejeso']"
es que no se imaginan el nivel,"['imaginan', 'nivel']"
naguara marico yo antes si era barranquera,"['naguara', 'marico', 'si', 'barranquera']"
"ya me dieron bastante palo, bastará xfa","['dieron', 'bastante', 'palo', 'bastará', 'xfa']"
me reí,['reí']
@migurtcita kiero,"['migurtcita', 'kiero']"
"podré sonar normie, pero ta wena la canción de daniela barranco","['podré', 'sonar', 'normie', 'ta', 'wena', 'canción', 'daniela', 'barranco']"
 https://t.co/ojEDJ0gnOv,[]
@nickyticki6 holaa! no te puedo mandar dm,"['nickyticki', 'holaa', 'puedo', 'mandar', 'dm']"
@Andresoto15 que no,['andresoto']
@DirlyER suuuper cuuls,"['dirlyer', 'suuuper', 'cuuls']"
@nicolebey_ 😭,['nicolebey']
"naguara casi 50 coñazos, están pasados","['naguara', 'casi', 'coñazos', 'pasados']"
@janiceportes divino,"['janiceportes', 'divino']"
@janiceportes quiero besos,"['janiceportes', 'quiero', 'besos']"
@finallyblonde ya toy casi muerts,"['finallyblonde', 'toy', 'casi', 'muerts']"
@AsdrubaLopez quejeso,"['asdrubalopez', 'quejeso']"
@adrianaavcp chama pero😭,"['adrianaavcp', 'chama', 'pero😭']"
@Villxlobxs onvre,"['villxlobxs', 'onvre']"
"@ruizluisalejan1 gracias x no pegarme, bueno el comentario vale x 2","['ruizluisalejan', 'gracias', 'pegarme', 'bueno', 'comentario', 'vale']"
@AndreGoncalvs apoyando el talento ucabista claro que siii🤩,"['andregoncalvs', 'apoyando', 'talento', 'ucabista', 'claro', 'siii🤩']"
@Villxlobxs no me digas eso que bueno pues,"['villxlobxs', 'digas', 'bueno', 'pues']"
@IThinkIsBuda gracias ya tengo el ojo morau,"['ithinkisbuda', 'gracias', 'ojo', 'morau']"
@valen2c ay me duele,"['valen', 'ay', 'duele']"
@Villxlobxs no mami no así tampocoo que feo,"['villxlobxs', 'mami', 'así', 'tampocoo', 'feo']"
@Lggr2000 comentarios valen por dos,"['lggr', 'comentarios', 'valen', 'dos']"
luego estoy yo que tengo 10 meses esperando que me pidan el empate  cada like es una cachetada,"['luego', 'meses', 'esperando', 'pidan', 'empate', 'cada', 'like', 'cachetada']"
"@finallyblonde weno desde siempre, pero ahorita con sus cositas de skin care 11/10","['finallyblonde', 'weno', 'siempre', 'ahorita', 'cositas', 'skin', 'care']"
@magalystika amén,"['magalystika', 'amén']"
@CameliaAlegria @covaspraia hacen cosas bellísimasss🤩tengo un sombrero de ahí y lo amo con locura,"['cameliaalegria', 'covaspraia', 'hacen', 'cosas', 'bellísimasss🤩tengo', 'sombrero', 'ahí', 'amo', 'locura']"
"@Gjs1ck ayy no sé qué es, stalkeareee pa ver","['gjs', 'ck', 'ayy', 'sé', 'stalkeareee', 'pa', 'ver']"
@guillensitaa  https://t.co/rDH04B1UOC,['guillensitaa']
"@Gjs1ck después de ese video, mmm bue","['gjs', 'ck', 'después', 'video', 'mmm', 'bue']"
@guillensitaa deeemasiadoo,"['guillensitaa', 'deeemasiadoo']"
"hilo de empresas o negocios que están partiéndola en venezuela, comienzo yo:  holy chicken","['hilo', 'empresas', 'negocios', 'partiéndola', 'venezuela', 'comienzo', 'holy', 'chicken']"
mi grupo y yo cuando raspamos la exposición,"['grupo', 'raspamos', 'exposición']"
te amo cerati,"['amo', 'cerati']"
PONES CANCIONES TRISTES PARA SENNTIRTE MEJOR TU ESCENCIA ES MÁS VISIBLE DEL MISMO DOLORR VENDRÁ UN NUEVO AMANECER UUUU,"['pones', 'canciones', 'tristes', 'senntirte', 'mejor', 'escencia', 'visible', 'mismo', 'dolorr', 'vendrá', 'nuevo', 'amanecer', 'uuuu']"
toy loki  https://t.co/9wi9TpLzxt,"['toy', 'loki']"
"gracias al like y el rt, ya vi q no soy la única","['gracias', 'like', 'rt', 'vi', 'única']"
"yo preguntando precios de carro como si me fuera a comprar uno, mentira jeje solo estoy MANIFESTING CLARO QUE YES","['preguntando', 'precios', 'carro', 'si', 'comprar', 'mentira', 'jeje', 'solo', 'manifesting', 'claro', 'yes']"
isabella contrólate no formes peo,"['isabella', 'contrólate', 'formes', 'peo']"
"@Cripisitoo no quiero parecer intensa, pero bro🤡","['cripisitoo', 'quiero', 'parecer', 'intensa', 'bro🤡']"
@valgoncalvesss listooo gracias 🥺,"['valgoncalvesss', 'listooo', 'gracias']"
alguno sabe cómo cerrar sesión de una cuenta de tw desde el cel,"['alguno', 'sabe', 'cómo', 'cerrar', 'sesión', 'cuenta', 'tw', 'cel']"
vibrando altooooo💃💃 comenzamos la semana con buenas energías vamos que siiiii🤪🥳💃  https://t.co/hnTOeZKPVh,"['vibrando', 'altooooo💃💃', 'comenzamos', 'semana', 'buenas', 'energías', 'vamos', 'siiiii🤪🥳💃']"
 https://t.co/aDGpDkRvLE este es el nuevo cortometraje de @luikevl vayan a verlo que está increíble 😎🔥,"['nuevo', 'cortometraje', 'luikevl', 'vayan', 'verlo', 'increíble', '😎🔥']"
@PintandoToninas pero mall,"['pintandotoninas', 'mall']"
@deidvx jsjajajajaj  https://t.co/ugSPHPsgJZ,"['deidvx', 'jsjajajajaj']"
"@fuckinluigi los sueños sí se hacen realidad, confía","['fuckinluigi', 'sueños', 'hacen', 'realidad', 'confía']"
qué arrecho debe ser ir a un concierto de green day,"['arrecho', 'debe', 'ser', 'ir', 'concierto', 'green', 'day']"
@PintandoToninas horribleeeee,"['pintandotoninas', 'horribleeeee']"
 https://t.co/E8mrSk0tVI,[]
fotos en medio de una crisix  https://t.co/I74QdP4MFx,"['fotos', 'medio', 'crisix']"
"¡Esto es hoyyy!  Si quieres contar tu historia, responde este tweet con este emoji🔥  https://t.co/zYrVSMX9Ky","['¡esto', 'hoyyy', 'si', 'quieres', 'contar', 'historia', 'responde', 'tweet', 'emoji🔥']"
"me hacen la tarea pq no tengo tiempo, qué más quiero???  https://t.co/NC9deHBl5F","['hacen', 'tarea', 'pq', 'tiempo', 'quiero']"
@luikevl enamorada jajakakkaajajaj,"['luikevl', 'enamorada', 'jajakakkaajajaj']"
"dos horas para entender qué decía, pero qué bello","['dos', 'horas', 'entender', 'decía', 'bello']"
todavía no sé si soy Atenea o afrodita,"['todavía', 'sé', 'si', 'atenea', 'afrodita']"
@theguidolamanna @dayanagomezac eso pasa en la vida real?,"['theguidolamanna', 'dayanagomezac', 'pasa', 'vida', 'real']"
@valen2c millo,"['valen', 'millo']"
son las 7 de la noche y yo sigo en clase marico de pana me quiero matar,"['noche', 'sigo', 'clase', 'marico', 'pana', 'quiero', 'matar']"
@andreebermudez_ congratsss😍,"['andreebermudez', 'congratsss😍']"
@peklemencia @valvallecp yo sabía que ana era afroditaa,"['peklemencia', 'valvallecp', 'sabía', 'ana', 'afroditaa']"
@valvallecp igual siento q me toy muriendo ayuda,"['valvallecp', 'igual', 'siento', 'toy', 'muriendo', 'ayuda']"
hoy la gente no ha dejado de ladillar,"['hoy', 'gente', 'dejado', 'ladillar']"
por twitter es que me quedo pobre,"['twitter', 'quedo', 'pobre']"
"sobreviví a mi práctica de escénica de hoy, seguimos pues💃  https://t.co/tr6fM81yvu","['sobreviví', 'práctica', 'escénica', 'hoy', 'seguimos', 'pues💃']"
@thewayofkingss álbum o canción?,"['thewayofkingss', 'álbum', 'canción']"
@Gabrielgiam1 @CECOSO @UCarabobo patrocinados por cecosoo🤪,"['gabrielgiam', 'cecoso', 'ucarabobo', 'patrocinados', 'cecosoo🤪']"
estoy llorando por mi práctica de escénica yo no sé cómo hacer esto,"['llorando', 'práctica', 'escénica', 'sé', 'cómo', 'hacer']"
@PintandoToninas de una,['pintandotoninas']
amén,['amén']
 https://t.co/iQnu6monBu,[]
no había tenido tiempo de escuchar el disco de rawayana y qué vaina más buena,"['tiempo', 'escuchar', 'disco', 'rawayana', 'vaina', 'buena']"
cómo desveo algo,"['cómo', 'desveo']"
para el jueves mejor dicho,"['jueves', 'mejor', 'dicho']"
qué desespero mi tarea de escénica del jueves,"['desespero', 'tarea', 'escénica', 'jueves']"
"bueno saqué 15, no está tan feo","['bueno', 'saqué', 'tan', 'feo']"
"si uno lo pone aquí se las traen, no?","['si', 'pone', 'aquí', 'traen']"
tráiganme cocosettes homo,"['tráiganme', 'cocosettes', 'homo']"
@gaabccs 🥺♥️,"['gaabccs', '🥺♥️']"
@georgndrw garcias,"['georgndrw', 'garcias']"
@jesusmoncadah tas que si en otro país,"['jesusmoncadah', 'tas', 'si', 'país']"
"ahorita tengo un examen de escénica, cada like es un ""éxito""  ayuden a esta alma con muchas buenas vibras","['ahorita', 'examen', 'escénica', 'cada', 'like', 'éxito', 'ayuden', 'alma', 'muchas', 'buenas', 'vibras']"
"no me den like, enséñenme","['den', 'like', 'enséñenme']"
@georgndrw yo+,['georgndrw']
@georgndrw :(,['georgndrw']
@finallyblonde no me ayudas  https://t.co/imAB5iiU64,"['finallyblonde', 'ayudas']"
enséñenme a manejar,"['enséñenme', 'manejar']"
@DaniellaRebo terriblee aaaa jajajajaj,"['daniellarebo', 'terriblee', 'aaaa', 'jajajajaj']"
estoy triste quiero flips,"['triste', 'quiero', 'flips']"
"un lado de mi dice que vaya a comprar chucherías y regalármelas pq me las merezco, pero el otro me dice AHORRA","['lado', 'dice', 'vaya', 'comprar', 'chucherías', 'regalármelas', 'pq', 'merezco', 'dice', 'ahorra']"
alguien que tenga experiencia en teatro q me ayude con algo help,"['alguien', 'experiencia', 'teatro', 'ayude', 'help']"
@aldidinucci1 yoo,"['aldidinucci', 'yoo']"
@Lggr2000 de dormir ajajjjsjs prefiero,"['lggr', 'dormir', 'ajajjjsjs', 'prefiero']"
@Lggr2000 qué aburrido,"['lggr', 'aburrido']"
"debería estar haciendo mi tarea de escénica, pero le estoy huyendo","['debería', 'haciendo', 'tarea', 'escénica', 'huyendo']"
me tragué un payaso,"['tragué', 'payaso']"
mañana por fin es junio o 32 de mayo,"['mañana', 'fin', 'junio', 'mayo']"
yop  https://t.co/4IsO2oS5UA,['yop']
literal estás en tu peak,"['literal', 'peak']"
@PintandoToninas oh si,"['pintandotoninas', 'oh', 'si']"
@aphrodite_nani ameee jajajajaj,"['aphrodite', 'nani', 'ameee', 'jajajajaj']"
drunk  https://t.co/zgpFSIlD8z,['drunk']
marico estoy a nada de lanzarle un zapato,"['marico', 'lanzarle', 'zapato']"
@finallyblonde escríbeme al whaa,"['finallyblonde', 'escríbeme', 'whaa']"
@finallyblonde yo voy hooy,"['finallyblonde', 'voy', 'hooy']"
@alexobeta noooo ajajjajajajj,"['alexobeta', 'noooo', 'ajajjajajajj']"
@gmgomeez si pasa,"['gmgomeez', 'si', 'pasa']"
HOY SALE CRUELLA DE VIL AAAAAAAA  TE AMO EMMA STONE,"['hoy', 'sale', 'cruella', 'vil', 'aaaaaaaa', 'amo', 'emma', 'stone']"
"quería que la nueva canción de bad bunny fuera un reggaeton, pero bue","['quería', 'nueva', 'canción', 'bad', 'bunny', 'reggaeton', 'bue']"
@gaabccs MARICA SÍ LO SON AYUDAAAA,"['gaabccs', 'marica', 'ayudaaaa']"
@ayymariquitaa  https://t.co/5t2JfP888p,['ayymariquitaa']
@gaabccs no me digas esto😭,"['gaabccs', 'digas', 'esto😭']"
@ayymariquitaa me declaro culpable 😤 aunque después de unos tragos no escucho ni la musik,"['ayymariquitaa', 'declaro', 'culpable', 'aunque', 'después', 'tragos', 'escucho', 'musik']"
@georgndrw terribles,"['georgndrw', 'terribles']"
"es impresionante que todas las canciones de plan b me ponen de mal humor, las odio","['impresionante', 'todas', 'canciones', 'plan', 'ponen', 'mal', 'humor', 'odio']"
QUIERO QUIERO QUIERO,"['quiero', 'quiero', 'quiero']"
vamos que siii,"['vamos', 'siii']"
ok estoy demasiado feliz DESPUÉS DE UN BLOQUEO CREATIVO DE DOS SEMANAS AAA,"['ok', 'demasiado', 'feliz', 'después', 'bloqueo', 'creativo', 'dos', 'semanas', 'aaa']"
dato: las ideas surgen cuando menos te lo esperas,"['dato', 'ideas', 'surgen', 'menos', 'esperas']"
"ok creo que es lo más bello que me han dicho en todo el mes, de pana lo necesitaba  después de que estuve como dos semanas sacándome ideas de donde no las tenía, por ningún lado aparecían  POR FIN LO LOGRÉ  https://t.co/9v3qCepLSm","['ok', 'creo', 'bello', 'dicho', 'mes', 'pana', 'necesitaba', 'después', 'dos', 'semanas', 'sacándome', 'ideas', 'ningún', 'lado', 'aparecían', 'fin', 'logré']"
"@ayymariquitaa @pedidosya pedidos ya es lo mismo siempre jajajaj o te dicen que no tienen cambio y te lo suben a tu billetera dos semanas después, lit te quitan dinero como les da la gana","['ayymariquitaa', 'pedidosya', 'pedidos', 'mismo', 'siempre', 'jajajaj', 'dicen', 'cambio', 'suben', 'billetera', 'dos', 'semanas', 'después', 'lit', 'quitan', 'dinero', 'da', 'gana']"
@IThinkIsBuda la sinceridad va primerooo,"['ithinkisbuda', 'sinceridad', 'va', 'primerooo']"
@wandapmarin muackiti,"['wandapmarin', 'muackiti']"
"disculpen mi ignorancia, pero pensé que era la película de breaking bad junto a un pescado que te comes en margarita","['disculpen', 'ignorancia', 'pensé', 'película', 'breaking', 'bad', 'junto', 'pescado', 'comes', 'margarita']"
@gaabccs un pocoooo? demasiadooo,"['gaabccs', 'pocoooo', 'demasiadooo']"
@mandanep_ me encanta estar ahí 🤩,"['mandanep', 'encanta', 'ahí']"
"amanecí igual, ahora vamos a la meditaciones para que las energías vibren más altooo","['amanecí', 'igual', 'ahora', 'vamos', 'meditaciones', 'energías', 'vibren', 'altooo']"
@PintandoToninas super mega rt,"['pintandotoninas', 'super', 'mega', 'rt']"
