tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized
"#11Sep 1:06 pm. Reportan caída de árboles en varios sectores de Puerto Ordaz: Bloques de Unare, Urb. Uchire, centro de Puerto Ordaz. Varias zonas sin electricidad o con media fase.","['sep', 'pm', 'reportan', 'caída', 'árboles', 'varios', 'sectores', 'puerto', 'ordaz', 'bloques', 'unare', 'urb', 'uchire', 'centro', 'puerto', 'ordaz', 'varias', 'zonas', 'electricidad', 'media', 'fase']","# 11Sep 1:06 pm. They report falling trees in various sectors of Puerto Ordaz: Unare Blocks, Urb. Uchire, downtown Puerto Ordaz. Several zones without electricity or with half phase.","['sep', 'pm', 'report', 'falling', 'trees', 'various', 'sectors', 'puerto', 'ordaz', 'unare', 'blocks', 'urb', 'uchire', 'downtown', 'puerto', 'ordaz', 'several', 'zones', 'without', 'electricity', 'half', 'phase']"
#10Sep 7:46 pm. En libertad Williams Arrieta. Así fue su salida de tribunales.  https://t.co/XCjeaMe24L,"['sep', 'pm', 'libertad', 'williams', 'arrieta', 'así', 'salida', 'tribunales']",# 10Sep 7:46 pm. Williams Arrieta released. So was his exit from the courts. https://t.co/XCjeaMe24L,"['sep', 'pm', 'williams', 'arrieta', 'released', 'exit', 'courts']"
#10Sep Defensa de Williams Arrieta confirma que recibió libertad sin restricciones. MP solicitó detención contra algunos funcionarios. Abogados solicitaron medida de protección para Arrieta y su familia. A esta hora 7:11 pm no ha salido de tribunales #Guayana,"['sep', 'defensa', 'williams', 'arrieta', 'confirma', 'recibió', 'libertad', 'restricciones', 'mp', 'solicitó', 'detención', 'funcionarios', 'abogados', 'solicitaron', 'medida', 'protección', 'arrieta', 'familia', 'hora', 'pm', 'salido', 'tribunales', 'guayana']",# 10Sep Williams Arrieta's defense confirms that he received unrestricted release. MP requested arrest against some officials. Lawyers requested protection measures for Arrieta and her family. At this time 7:11 pm he has not left the courts #Guayana,"['sep', 'williams', 'arrieta', 'defense', 'confirms', 'received', 'unrestricted', 'release', 'mp', 'requested', 'arrest', 'officials', 'lawyers', 'requested', 'protection', 'measures', 'arrieta', 'family', 'time', 'pm', 'left', 'courts', 'guayana']"
#10Sep 6:23 pm. Siguen a la espera de la salida del Dr. Williams Arrieta del Palacio de Justicia de Puerto Ordaz.  https://t.co/agrSCjCnO4,"['sep', 'pm', 'siguen', 'espera', 'salida', 'dr', 'williams', 'arrieta', 'palacio', 'justicia', 'puerto', 'ordaz']",# 10Sep 6:23 pm. They are still waiting for the departure of Dr. Williams Arrieta from the Puerto Ordaz Palace of Justice. https://t.co/agrSCjCnO4,"['sep', 'pm', 'still', 'waiting', 'departure', 'dr', 'williams', 'arrieta', 'puerto', 'ordaz', 'palace', 'justice']"
"Gremio de salud y familiares protestaron desde esta mañana #10Sep en el Palacio de Justicia de Puerto Ordaz, para exigir la libertad plena del Dr. Williams Arrieta  https://t.co/vQ0RkaSbnh","['gremio', 'salud', 'familiares', 'protestaron', 'mañana', 'sep', 'palacio', 'justicia', 'puerto', 'ordaz', 'exigir', 'libertad', 'plena', 'dr', 'williams', 'arrieta']","Health union and family members protested since this morning # 10Sep in the Palace of Justice of Puerto Ordaz, to demand the full freedom of Dr. Williams Arrieta https://t.co/vQ0RkaSbnh","['health', 'union', 'family', 'members', 'protested', 'since', 'morning', 'sep', 'palace', 'justice', 'puerto', 'ordaz', 'demand', 'full', 'freedom', 'dr', 'williams', 'arrieta']"
"#10Sep 5:58 pm. Familiares, médicos y sociedad civil siguen a la espera del resultado de la audiencia del Dr. Williams Arrieta","['sep', 'pm', 'familiares', 'médicos', 'sociedad', 'civil', 'siguen', 'espera', 'resultado', 'audiencia', 'dr', 'williams', 'arrieta']","# 10Sep 5:58 pm. Family members, doctors and civil society continue to await the result of the hearing of Dr. Williams Arrieta","['sep', 'pm', 'family', 'members', 'doctors', 'civil', 'society', 'continue', 'await', 'result', 'hearing', 'dr', 'williams', 'arrieta']"
"#9Sep Esposa de Williams Arrieta, detenido esta mañana por reclamar irregularidades en el despacho de gasolina. Fue brutalmente golpeado por varios funcionarios de la PNB, y ahora pretenden acusarlo de ""incitación al odio, resistencia a la autoridad y ultraje a funcionario""  https://t.co/WSeSfHrOCh","['sep', 'esposa', 'williams', 'arrieta', 'detenido', 'mañana', 'reclamar', 'irregularidades', 'despacho', 'gasolina', 'brutalmente', 'golpeado', 'varios', 'funcionarios', 'pnb', 'ahora', 'pretenden', 'acusarlo', 'incitación', 'odio', 'resistencia', 'autoridad', 'ultraje', 'funcionario']","# 9Sep Wife of Williams Arrieta, arrested this morning for claiming irregularities in the delivery of gasoline. He was brutally beaten by several PNB officials, and now they are trying to accuse him of ""incitement to hatred, resistance to authority and outrage against an official"" https://t.co/WSeSfHrOCh","['sep', 'wife', 'williams', 'arrieta', 'arrested', 'morning', 'claiming', 'irregularities', 'delivery', 'gasoline', 'brutally', 'beaten', 'several', 'pnb', 'officials', 'trying', 'accuse', 'incitement', 'hatred', 'resistance', 'authority', 'outrage', 'official']"
#LiberenAWilliams,['liberenawilliams'],#LiberenAWilliams,['liberenawilliams']
"@suarezmleo Gracias, amigo!!! 🤗🤗🤗","['suarezmleo', 'gracias', 'amigo', '🤗🤗🤗']","@suarezmleo Thanks, friend !!! 🤗🤗🤗","['suarezmleo', 'thanks', 'friend', '🤗🤗🤗']"
#8Sep Información confirmada por la ZODI Bolívar. Este #9Sep despacharán gasolina a vehículos cuyas placas terminen en 9 y 0. El resto de la semana sólo atenderán a sectores priorizados.  https://t.co/3C3uHYQJW9,"['sep', 'información', 'confirmada', 'zodi', 'bolívar', 'sep', 'despacharán', 'gasolina', 'vehículos', 'cuyas', 'placas', 'terminen', 'resto', 'semana', 'sólo', 'atenderán', 'sectores', 'priorizados']",# 8Sep Information confirmed by ZODI Bolívar. This # 9Sep they will dispatch gasoline to vehicles whose plates end in 9 and 0. The rest of the week they will only serve prioritized sectors. https://t.co/3C3uHYQJW9,"['sep', 'information', 'confirmed', 'zodi', 'bolívar', 'sep', 'dispatch', 'gasoline', 'vehicles', 'whose', 'plates', 'end', 'rest', 'week', 'serve', 'prioritized', 'sectors']"
"@danielajtb ""Tienes que tener un hijo para que no te quedes sola""...","['danielajtb', 'tener', 'hijo', 'quedes', 'sola']","@danielajtb ""You have to have a child so you don't stay alone"" ...","['danielajtb', 'child', 'stay', 'alone']"
"#3Sep Rubén González se reencontró con la dirigencia sindical en #Guayana. No solo sufrió él 21 meses preso por la justicia militar. En el video relata las consecuencias de cuando la GN allanó ilegalmente su casa y agredió a su familia, incluida su nuera embarazada.  https://t.co/J93kJ1j5G3","['sep', 'rubén', 'gonzález', 'reencontró', 'dirigencia', 'sindical', 'guayana', 'solo', 'sufrió', 'meses', 'preso', 'justicia', 'militar', 'video', 'relata', 'consecuencias', 'gn', 'allanó', 'ilegalmente', 'casa', 'agredió', 'familia', 'incluida', 'nuera', 'embarazada']","# 3Sep Rubén González met again with the union leadership in #Guayana. Not only did he suffer 21 months in prison by the military justice. In the video he recounts the consequences of when the GN illegally raided his house and attacked his family, including his pregnant daughter-in-law. https://t.co/J93kJ1j5G3","['sep', 'rubén', 'gonzález', 'met', 'union', 'leadership', 'guayana', 'suffer', 'months', 'prison', 'military', 'justice', 'video', 'recounts', 'consequences', 'gn', 'illegally', 'raided', 'house', 'attacked', 'family', 'including', 'pregnant', 'daughter', 'law']"
"#2sep Dirigente sindical de Ferrominera, Rubén González, relató cómo se enteró de que sería liberado, luego del ""indulto"" de Maduro. Reiteró que fueron 21 meses injustamente preso.  https://t.co/kiMopTBhqz","['sep', 'dirigente', 'sindical', 'ferrominera', 'rubén', 'gonzález', 'relató', 'cómo', 'enteró', 'liberado', 'luego', 'indulto', 'maduro', 'reiteró', 'meses', 'injustamente', 'preso']","# 2Sep Ferrominera union leader, Rubén González, related how he found out that he would be released after Maduro's ""pardon."" He reiterated that they were unjustly imprisoned for 21 months. https://t.co/kiMopTBhqz","['sep', 'ferrominera', 'union', 'leader', 'rubén', 'gonzález', 'related', 'found', 'would', 'released', 'maduro', 'pardon', 'reiterated', 'unjustly', 'imprisoned', 'months']"
#1Sep 8:22 pm. Familiares y defensa de Rubén González informa que ya fue liberado,"['sep', 'pm', 'familiares', 'defensa', 'rubén', 'gonzález', 'informa', 'liberado']",# 1Sep 8:22 pm. Relatives and defense of Rubén González informs that he has already been released,"['sep', 'pm', 'relatives', 'defense', 'rubén', 'gonzález', 'informs', 'already', 'released']"
"#1Sep 6:50 pm. Familiares del dirigente sindical de Ferrominera, Rubén González, sigue a las afueras de la cárcel La Pica, en Maturín, esperando por su liberación. Director de la cárcel alega que espera por boleta de excarcelación.","['sep', 'pm', 'familiares', 'dirigente', 'sindical', 'ferrominera', 'rubén', 'gonzález', 'sigue', 'afueras', 'cárcel', 'pica', 'maturín', 'esperando', 'liberación', 'director', 'cárcel', 'alega', 'espera', 'boleta', 'excarcelación']","# 1Sep 6:50 pm. Relatives of the Ferrominera union leader, Rubén González, are still outside the La Pica prison in Maturín, waiting for his release. The director of the jail alleges that he is waiting for a release ballot.","['sep', 'pm', 'relatives', 'ferrominera', 'union', 'leader', 'rubén', 'gonzález', 'still', 'outside', 'la', 'pica', 'prison', 'maturín', 'waiting', 'release', 'director', 'jail', 'alleges', 'waiting', 'release', 'ballot']"
@juliomoya6 Cómo sigues?,"['juliomoya', 'cómo', 'sigues']",@ juliomoya6 How are you doing?,['juliomoya']
"#21Ago 2:19 pm. Me informan que sectores Villa Asia, Alta Vista Sur, Villa Africana y Los Olivos están sin electricidad desde las 11:00 am, aproximadamente. @CORPOELECinfo","['ago', 'pm', 'informan', 'sectores', 'villa', 'asia', 'alta', 'vista', 'sur', 'villa', 'africana', 'olivos', 'electricidad', 'am', 'aproximadamente', 'corpoelecinfo']","# 21Aug 2:19 pm. They inform me that the Villa Asia, Alta Vista Sur, Villa Africana and Los Olivos sectors have been without electricity since approximately 11:00 am. @CORPOELECinfo","['aug', 'pm', 'inform', 'villa', 'asia', 'alta', 'vista', 'sur', 'villa', 'africana', 'los', 'olivos', 'sectors', 'without', 'electricity', 'since', 'approximately', 'corpoelecinfo']"
"@thaisbeloh Gracias, amiga. Ayer me acosté super temprano y amanecí mejor.","['thaisbeloh', 'gracias', 'amiga', 'ayer', 'acosté', 'super', 'temprano', 'amanecí', 'mejor']","@thaisbeloh Thanks, friend. Yesterday I went to bed super early and woke up better.","['thaisbeloh', 'thanks', 'friend', 'yesterday', 'went', 'bed', 'super', 'early', 'woke', 'better']"
@YackoVlogs Mi TDC de Mercantil también de 5.000. Me uno al club para mi vasito de refresco,"['yackovlogs', 'tdc', 'mercantil', 'club', 'vasito', 'refresco']","@YackoVlogs My Mercantil TDC is also 5,000. I join the club for my soda glass","['yackovlogs', 'mercantil', 'tdc', 'also', 'join', 'club', 'soda', 'glass']"
"@13lira Sí, esto lo vengo aplicando desde hace días, precisamente previendo un malestar así. Y el lunes se me desató el dolor, se me ha calmado un poco.","['lira', 'vengo', 'aplicando', 'hace', 'días', 'precisamente', 'previendo', 'malestar', 'así', 'lunes', 'desató', 'dolor', 'calmado']","@ 13lira Yes, I have been applying this for days, precisely in anticipation of such a discomfort. And on Monday the pain started, it calmed me down a bit.","['lira', 'yes', 'applying', 'days', 'precisely', 'anticipation', 'discomfort', 'monday', 'pain', 'started', 'calmed', 'bit']"
¿Qué me recomiendan para la migraña? Ya traté de descansar (sí me ha ayudado) pero en día de semana me es difícil solo descanso  https://t.co/aqWACkChWU,"['¿qué', 'recomiendan', 'migraña', 'traté', 'descansar', 'ayudado', 'día', 'semana', 'difícil', 'solo', 'descanso']",What do you recommend for my migraine? I already tried to rest (yes it has helped me) but on weekdays it is difficult for me to just rest https://t.co/aqWACkChWU,"['recommend', 'migraine', 'already', 'tried', 'rest', 'yes', 'helped', 'weekdays', 'difficult', 'rest']"
Crece pérdida de producción agropecuaria por falta de combustible en Bolívar  https://t.co/A1acesyHnN,"['crece', 'pérdida', 'producción', 'agropecuaria', 'falta', 'combustible', 'bolívar']",Loss of agricultural production grows due to lack of fuel in Bolívar https://t.co/A1acesyHnN,"['loss', 'agricultural', 'production', 'grows', 'due', 'lack', 'fuel', 'bolívar']"
@danielajtb Te odio,"['danielajtb', 'odio']",@danielajtb I hate you,"['danielajtb', 'hate']"
"@TelloBJr ""Cuando no tengamos gasolina"". 🤡","['tellobjr', 'gasolina']","@TelloBJr ""When we don't have gas"". 🤡","['tellobjr', 'gas']"
"@TelloBJr Entiendo que por el estado de muchas escuelas públicas, no quieran enviar a sus hijos a una de ellas, pero la educación privada es costosa en todo el mundo. Ahorita en Venezuela es peor por la hiperinflación","['tellobjr', 'entiendo', 'muchas', 'escuelas', 'públicas', 'quieran', 'enviar', 'hijos', 'educación', 'privada', 'costosa', 'mundo', 'ahorita', 'venezuela', 'peor', 'hiperinflación']","@TelloBJr I understand that because of the state of many public schools, they do not want to send their children to one of them, but private education is expensive all over the world. Right now in Venezuela it is worse due to hyperinflation","['tellobjr', 'understand', 'state', 'many', 'public', 'schools', 'want', 'send', 'children', 'one', 'private', 'education', 'expensive', 'world', 'right', 'venezuela', 'worse', 'due', 'hyperinflation']"
"@gonzatuneza @ReporteYa No hay información sobre si el domingo despacharán. De ser así, el resto de las placas quedan para la siguiente semana de flexibilización","['gonzatuneza', 'reporteya', 'información', 'si', 'domingo', 'despacharán', 'ser', 'así', 'resto', 'placas', 'quedan', 'siguiente', 'semana', 'flexibilización']","@gonzatuneza @ReporteYa There is no information on whether they will dispatch on Sunday. If so, the rest of the plates are left for the following flexibilization week","['gonzatuneza', 'reporteya', 'information', 'whether', 'dispatch', 'sunday', 'rest', 'plates', 'left', 'following', 'flexibilization', 'week']"
Información sobre el despacho de gasolina en #Bolivar a partir de este #10Ago  https://t.co/zsHtFeQUaN,"['información', 'despacho', 'gasolina', 'bolivar', 'partir', 'ago']",Information on the dispatch of gasoline in #Bolivar from this # 10Ago https://t.co/zsHtFeQUaN,"['information', 'dispatch', 'gasoline', 'bolivar', 'ago']"
@diogelis @mudarrazequi Confirmo que te dormías jajajaja,"['diogelis', 'mudarrazequi', 'confirmo', 'dormías', 'jajajaja']",@diogelis @mudarrazequi I confirm that you fell asleep hahahaha,"['diogelis', 'mudarrazequi', 'confirm', 'fell', 'asleep', 'hahahaha']"
@SoyPuertoOrdaz Fácil. Regional,"['soypuertoordaz', 'fácil', 'regional']",@SoyPuertoOrdaz Easy. Regional,"['soypuertoordaz', 'easy', 'regional']"
"Esta semana he sabido de varios conocidos que murieron de COVID-19 en #Bolívar. Hasta este #7Ago ninguno fue incluido en los reportes ""oficiales""","['semana', 'sabido', 'varios', 'conocidos', 'murieron', 'covid', 'bolívar', 'ago', 'ninguno', 'incluido', 'reportes', 'oficiales']","This week I have heard from several acquaintances who died of COVID-19 in # Bolívar. Until this # 7Ago none were included in the ""official"" reports","['week', 'heard', 'several', 'acquaintances', 'died', 'covid', 'bolívar', 'ago', 'none', 'included', 'official', 'reports']"
@JessibrizuelaVV Muy lamentable pérdida. Hizo un gran trabajo en Guayana. Mis condolencias para ti y tu familia.,"['jessibrizuelavv', 'lamentable', 'pérdida', 'hizo', 'gran', 'trabajo', 'guayana', 'condolencias', 'familia']",@JessibrizuelaVV Very unfortunate loss. He did a great job in Guyana. My condolences to you and your family.,"['jessibrizuelavv', 'unfortunate', 'loss', 'great', 'job', 'guyana', 'condolences', 'family']"
"Primera entrega del especial en alianza Correo del Caroní y Crónica Uno, sobre los espacios abandonados y destruidos en Ciudad Guayana. Imágenes de @wruh19, edición de video: @joelnixb y diseño: Roberth Delgado.  https://t.co/GZsQgV9TDY  https://t.co/VQeDIKpQRU","['primera', 'entrega', 'especial', 'alianza', 'correo', 'caroní', 'crónica', 'espacios', 'abandonados', 'destruidos', 'ciudad', 'guayana', 'imágenes', 'wruh', 'edición', 'video', 'joelnixb', 'diseño', 'roberth', 'delgado']","First installment of the special in the Correo del Caroní and Crónica Uno alliance, about the abandoned and destroyed spaces in Ciudad Guayana. Images by @ wruh19, video editing: @joelnixb and design: Roberth Delgado. https://t.co/GZsQgV9TDY https://t.co/VQeDIKpQRU","['first', 'installment', 'special', 'correo', 'del', 'caroní', 'crónica', 'uno', 'alliance', 'abandoned', 'destroyed', 'spaces', 'ciudad', 'guayana', 'images', 'wruh', 'video', 'editing', 'joelnixb', 'design', 'roberth', 'delgado']"
Este trabajo (alianza Correo del Caroní y Crónica Uno) es una radiografía de los espacios abandonados en Ciudad Guayana. Junto con @wruh19 visitamos apenas una docena de una lista de al menos 23 espacios completamnete abandonados y destruidos.   https://t.co/X2cBfiUdNB  https://t.co/OALuYoUvaQ,"['trabajo', 'alianza', 'correo', 'caroní', 'crónica', 'radiografía', 'espacios', 'abandonados', 'ciudad', 'guayana', 'junto', 'wruh', 'visitamos', 'apenas', 'docena', 'lista', 'menos', 'espacios', 'completamnete', 'abandonados', 'destruidos']",This work (Correo del Caroní and Crónica Uno alliance) is an X-ray of the abandoned spaces in Ciudad Guayana. Together with @ wruh19 we visited just a dozen of a list of at least 23 completely abandoned and destroyed spaces. https://t.co/X2cBfiUdNB https://t.co/OALuYoUvaQ,"['work', 'correo', 'del', 'caroní', 'crónica', 'uno', 'alliance', 'ray', 'abandoned', 'spaces', 'ciudad', 'guayana', 'together', 'wruh', 'visited', 'dozen', 'list', 'least', 'completely', 'abandoned', 'destroyed', 'spaces']"
"Crisis de gasolina en Venezuela 2020. Trabajo de la alianza informativa entre @DiarioTalCual, La Nación, @CorreodelCaroni, La Mañana, @yaracuyaldia, La Verdad y @elimpulso  https://t.co/2OPNvVsTVg","['crisis', 'gasolina', 'venezuela', 'trabajo', 'alianza', 'informativa', 'diariotalcual', 'nación', 'correodelcaroni', 'mañana', 'yaracuyaldia', 'verdad', 'elimpulso']","Gasoline crisis in Venezuela 2020. Work of the informative alliance between @DiarioTalCual, La Nación, @CorreodelCaroni, La Mañana, @yaracuyaldia, La Verdad and @elimpulso https://t.co/2OPNvVsTVg","['gasoline', 'crisis', 'venezuela', 'work', 'informative', 'alliance', 'diariotalcual', 'la', 'nación', 'correodelcaroni', 'la', 'mañana', 'yaracuyaldia', 'la', 'verdad', 'elimpulso']"
Hoy son muchas las personas que necesitan de nuestra ayuda. La tía de mi amigo Ángel es una de ellas 🙏   https://t.co/tENmMTVGCs,"['hoy', 'muchas', 'personas', 'necesitan', 'ayuda', 'tía', 'amigo', 'ángel']",Today there are many people who need our help. My friend Ángel's aunt is one of them 🙏 https://t.co/tENmMTVGCs,"['today', 'many', 'people', 'need', 'help', 'friend', 'ángel', 'aunt', 'one']"
#1agosto #Bolívar #Guayana,"['agosto', 'bolívar', 'guayana']",# 1a Agosto # Bolívar #Guayana,"['agosto', 'bolívar', 'guayana']"
"#VenezuelaReclama En Bolívar, el despacho de gasolina, durante semanas de cuarentena radical, se limita a sectores prioritarios, y solo 20 litros. Sin embargo, se mantiene la reventa ilegal de hasta 3 dólares el litro. #CoaliciónAnticorrupción","['venezuelareclama', 'bolívar', 'despacho', 'gasolina', 'semanas', 'cuarentena', 'radical', 'limita', 'sectores', 'prioritarios', 'solo', 'litros', 'embargo', 'mantiene', 'reventa', 'ilegal', 'dólares', 'litro', 'coaliciónanticorrupción']","#VenezuelaReclama In Bolívar, the dispatch of gasoline, during weeks of radical quarantine, is limited to priority sectors, and only 20 liters. However, the illegal resale of up to $ 3 a liter is maintained. #CoalitionAnti-corruption","['venezuelareclama', 'bolívar', 'dispatch', 'gasoline', 'weeks', 'radical', 'quarantine', 'limited', 'priority', 'sectors', 'liters', 'however', 'illegal', 'resale', 'liter', 'maintained', 'coalitionanti', 'corruption']"
"@NajibGarcia79 Hola, buenos días. Me gustaría comunicarme con usted para una nota para Caraota Digital. ¿Puede dejarme un nro de contacto por privado?","['najibgarcia', 'hola', 'buenos', 'días', 'gustaría', 'comunicarme', 'usted', 'nota', 'caraota', 'digital', '¿puede', 'dejarme', 'nro', 'contacto', 'privado']","@ NajibGarcia79 Hello, good morning. I would like to contact you for a note for Caraota Digital. Can you leave me a private contact number?","['najibgarcia', 'hello', 'good', 'morning', 'would', 'like', 'contact', 'note', 'caraota', 'digital', 'leave', 'private', 'contact', 'number']"
#26Jul Información sobre el despacho de gasolina en #Bolivar  https://t.co/ZIZKXTRyIC,"['jul', 'información', 'despacho', 'gasolina', 'bolivar']",# 26Jul Information on the dispatch of gasoline in #Bolivar https://t.co/ZIZKXTRyIC,"['jul', 'information', 'dispatch', 'gasoline', 'bolivar']"
"@thaisbeloh Claro, y puede que algunos sí mueran por neumonía o un paro cardíaco, pero no todos los que ingresan con esos síntomas. En El Callao han muerto en días seguidos varias personas por ""neumonía"". Y si la PCR tarda hasta 15 días en llegar, te imaginarás","['thaisbeloh', 'claro', 'puede', 'mueran', 'neumonía', 'paro', 'cardíaco', 'ingresan', 'síntomas', 'callao', 'muerto', 'días', 'seguidos', 'varias', 'personas', 'neumonía', 'si', 'pcr', 'tarda', 'días', 'llegar', 'imaginarás']","@thaisbeloh Sure, and some may die from pneumonia or cardiac arrest, but not all who enter with those symptoms. In El Callao, several people have died in consecutive days from ""pneumonia."" And if the PCR takes up to 15 days to arrive, you can imagine","['thaisbeloh', 'sure', 'may', 'die', 'pneumonia', 'cardiac', 'arrest', 'enter', 'symptoms', 'el', 'callao', 'several', 'people', 'died', 'consecutive', 'days', 'pneumonia', 'pcr', 'takes', 'days', 'arrive', 'imagine']"
"@thaisbeloh He sabido de fallecidos que salieron positivo en la prueba rápida. Murieron antes de que llegaran los resultados de la PCR, entonces en el acta de defunción escriben Neumonía como causa de muerte. Acá ya hay varios que no salieron, ni saldrán, en los reportes oficiales","['thaisbeloh', 'sabido', 'fallecidos', 'salieron', 'positivo', 'prueba', 'rápida', 'murieron', 'llegaran', 'resultados', 'pcr', 'entonces', 'acta', 'defunción', 'escriben', 'neumonía', 'causa', 'muerte', 'acá', 'varios', 'salieron', 'saldrán', 'reportes', 'oficiales']","@thaisbeloh I have heard of the deceased who tested positive in the rapid test. They died before the results of the PCR came, so on the death certificate they write Pneumonia as the cause of death. Here there are already several that did not come out, nor will they come out, in the official reports","['thaisbeloh', 'heard', 'deceased', 'tested', 'positive', 'rapid', 'test', 'died', 'results', 'pcr', 'came', 'death', 'certificate', 'write', 'pneumonia', 'cause', 'death', 'already', 'several', 'come', 'come', 'official', 'reports']"
"La llamada insistente que pudo ser una nota de voz, y en ocasiones bastaba con un mensaje...","['llamada', 'insistente', 'pudo', 'ser', 'nota', 'voz', 'ocasiones', 'bastaba', 'mensaje']","The insistent call that could have been a voice note, and sometimes a message was enough ...","['insistent', 'call', 'could', 'voice', 'note', 'sometimes', 'message', 'enough']"
"@LaTuristaKAM La de Orinokia trabaja creo que de martes a jueves. Yo recibí un envío en esa oficina. Se hacen envíos una vez a la semana, así que el mío tardó como dos semanas en llegar","['laturistakam', 'orinokia', 'trabaja', 'creo', 'martes', 'jueves', 'recibí', 'envío', 'oficina', 'hacen', 'envíos', 'vez', 'semana', 'así', 'tardó', 'dos', 'semanas', 'llegar']","@LaTuristaKAM The one from Orinokia works, I think, from Tuesday to Thursday. I received a shipment at that office. They ship once a week so mine took about two weeks to arrive","['laturistakam', 'one', 'orinokia', 'works', 'think', 'tuesday', 'thursday', 'received', 'shipment', 'office', 'ship', 'week', 'mine', 'took', 'two', 'weeks', 'arrive']"
"El único apoyo que reciben médicos y enfermeros del Ruiz y Páez es de ayuda humanitaria, incluida Unicef, pero este apoyo apenas logra cubrir un mínimo porcentaje de la protección que necesita el personal, y que el Estado está obligado a garantizarles.","['único', 'apoyo', 'reciben', 'médicos', 'enfermeros', 'ruiz', 'páez', 'ayuda', 'humanitaria', 'incluida', 'unicef', 'apoyo', 'apenas', 'logra', 'cubrir', 'mínimo', 'porcentaje', 'protección', 'necesita', 'personal', 'obligado', 'garantizarles']","The only support that doctors and nurses from Ruiz y Páez receive is humanitarian aid, including Unicef, but this support barely manages to cover a minimum percentage of the protection that staff need, and that the State is obliged to guarantee them.","['support', 'doctors', 'nurses', 'ruiz', 'páez', 'receive', 'humanitarian', 'aid', 'including', 'unicef', 'support', 'barely', 'manages', 'cover', 'minimum', 'percentage', 'protection', 'staff', 'need', 'state', 'obliged', 'guarantee']"
"@Leonervis A mí que no me cuente en ese ""ustedes"" 🤣","['leonervis', 'cuente', 'ustedes']","@Leonervis Don't tell me about that ""you"" 🤣","['leonervis', 'tell']"
"#13Jul 8:20pm. Reportan que militares remolcan vehículos que hacían cola en la E/S Las Américas #PuertoOrdaz, para echar gasolina el miércoles. El sistema interdiario reduce posibilidades de abastecimiento de gasolina. Varios de ellos no pudieron echar hoy. 📷 Desconozco autor  https://t.co/Ci9OpjVC3p","['jul', 'pm', 'reportan', 'militares', 'remolcan', 'vehículos', 'hacían', 'cola', 'américas', 'puertoordaz', 'echar', 'gasolina', 'miércoles', 'sistema', 'interdiario', 'reduce', 'posibilidades', 'abastecimiento', 'gasolina', 'varios', 'pudieron', 'echar', 'hoy', 'desconozco', 'autor']","# 13Jul 8:20 pm. They report that the military is towing vehicles that were queuing at I / O Las Américas #PuertoOrdaz, to fill up on gasoline on Wednesday. The inter-day system reduces the possibilities of supplying gasoline. Several of them were unable to cast today. 📷 I do not know the author https://t.co/Ci9OpjVC3p","['jul', 'pm', 'report', 'military', 'towing', 'vehicles', 'queuing', 'las', 'américas', 'puertoordaz', 'fill', 'gasoline', 'wednesday', 'inter', 'day', 'system', 'reduces', 'possibilities', 'supplying', 'gasoline', 'several', 'unable', 'cast', 'today', 'know', 'author']"
"@reyjos_87 @moralislara En Puerto Ordaz: Orinokia, Nueva Prensa, Castillito, Salto Ángel","['reyjos', 'moralislara', 'puerto', 'ordaz', 'orinokia', 'nueva', 'prensa', 'castillito', 'salto', 'ángel']","@ reyjos_87 @moralislara In Puerto Ordaz: Orinokia, Nueva Prensa, Castillito, Angel Falls","['reyjos', 'moralislara', 'puerto', 'ordaz', 'orinokia', 'nueva', 'prensa', 'castillito', 'angel', 'falls']"
"@moralislara En las dolarizadas, hasta ahora, también es interdiario","['moralislara', 'dolarizadas', 'ahora', 'interdiario']","@moralislara In the dollarized, so far, it is also interday","['moralislara', 'dollarized', 'far', 'also', 'interday']"
@anabarr84 Ay chama :(,"['anabarr', 'ay', 'chama']",cha anabarr84 Ay chama :(,"['cha', 'anabarr', 'ay', 'chama']"
"Este lunes #13Jul vuelve a aplicarse el despacho de gasolina en #Bolívar con el sistema interdiario, excepto las E/S para sector prioritario. Este lunes despacharán a los terminales de placa 1 y 2 en las E/S subsidiadas; en las dolarizadas no habrá restricción por nro de placa.","['lunes', 'jul', 'vuelve', 'aplicarse', 'despacho', 'gasolina', 'bolívar', 'sistema', 'interdiario', 'excepto', 'sector', 'prioritario', 'lunes', 'despacharán', 'terminales', 'placa', 'subsidiadas', 'dolarizadas', 'restricción', 'nro', 'placa']","This Monday # 13Jul, the gasoline dispatch in # Bolívar is applied again with the interday system, except the I / O for the priority sector. This Monday they will dispatch board terminals 1 and 2 in the subsidized I / O; in the dollarized ones there will be no restriction by plate number.","['monday', 'jul', 'gasoline', 'dispatch', 'bolívar', 'applied', 'interday', 'system', 'except', 'priority', 'sector', 'monday', 'dispatch', 'board', 'terminals', 'subsidized', 'dollarized', 'ones', 'restriction', 'plate', 'number']"
