tweet_tokenized,Sentiment,NB,SVM,DF
"['obvio', 'mayoría', 'población', 'desconfía', 'natural', 'justificadamente', 'instituciones', 'venezolanas', 'ende', 'transparencia', 'procesos', 'ejecutan', 'respuesta', 'simplista', 'hacer', 'transparencia', 'babosada']",Neutral,0,0,0
"['puede', 'analizar', 'política', 'deseos', 'miedos', 'sino', 'realidades', 'buen', 'líder', 'emociona', 'masas', 'propuesta', 'inalcanzables', 'amenazas', 'perro', 'echado', 'sino', 'logra', 'diseñar', 'propuestas', 'accionables', 'creíbles', 'aunque', 'menos', 'emocionantes”']",Neutral,0,0,0
"['pablo', 'albertorodnews', 'genpenaloza', 'duda', 'bajo', 'apenas', 'estimaría', 'mundo', 'menos', 'chavismo', 'radical', 'enano', 'acuerdo', 'cne', 'equilibrado']",Neutral,0,0,0
"['beckam', 'voy', 'hacer', 'análisis', 'mañana', 'detalle']",Neutral,0,0,0
"['puede', 'hagan', 'resultado', 'igual', 'anteriores', 'problema', 'ceros', 'sino', 'confianza', 'rescata', 'cambios', 'políticos']",Neutral,0,0,0
"['explicación', 'profunda', 'problema', 'seguimiento', 'crisis', 'diésel', 'venezuela', 'puede', 'seguir', 'website']",Neutral,0,0,0
"['problema', 'complejo', 'enfrentamos', 'hoy', 'pues', 'impacto', 'masivo', 'producción', 'agrícola', 'transporte', 'alimentos', 'medicinas', 'generación', 'eléctrica', 'resolver', 'importaciones', 'solicitudes', 'asignación', 'vacías', 'suficiente']",Neutral,0,0,0
"['claro', 'echarle', 'bolas', 'plan']",Neutral,0,0,0
"['cielo', 'limite']",Neutral,0,0,0
"['resolver', 'crisis', 'política', 'sanciones', 'absolutamente', 'ninguna', 'posibilidad', 'resolver', 'tema', 'deuda', 'venezolana']",Neutral,0,0,0
[],Neutral,0,0,0
"['forma', 'proyectar', 'tiempos', 'evidente', 'producirán', 'cambios', 'profundos', 'oposición', 'negociación', 'política']",Neutral,0,0,0
"['vendiendo', 'petróleo', 'aliados', 'gobierno', 'problema', 'menores', 'cantidades', 'vende', 'grandes', 'descuentos', 'tema', 'sanciones']",Neutral,0,0,0
"['depende', 'cocos', 'agua', 'cabeza', 'dura', 'incapaces', 'ver', 'vida', 'debe', 'tener', 'permeabilidad']",Neutral,0,0,0
"['absolutamente', 'sigue', 'sector', 'privado', 'independiente', 'grande', 'hecho', 'esfuerzos', 'gigantes', 'sostener', 'negocios', 'tener', 'relaciones', 'gobierno', 'allá', 'cumplimiento', 'to', 'reglas', 'internas', 'legales', 'inevitables']",Neutral,0,0,0
"['posible', 'dolarizar', 'economía', 'pues', 'gobierno', 'bcv', 'sancionados', 'regularización', 'bancarización', 'uso', 'venezuela', 'buena', 'noticia']",Neutral,0,0,0
"['lamentablemente', 'menos', 'esperan', 'caídas', 'similares', 'registradas', 'años', 'recientes']",Neutral,0,0,0
"['oposición', 'homogénea', 'diferentes', 'grupos', 'pensamientos', 'clave', 'toda', 'unas', 'reglas', 'comunes', 'decidir', 'poder', 'trabajar', 'conjunto', 'momento', 'despreciar', 'apoyos', 'sino', 'integrarlos']",Neutral,0,0,0
"['proceso', 'franco', 'crecimiento', 'creo', 'absolutamente', 'imparable']",Neutral,0,0,0
"['valls', 'moneda', 'depende', 'confianza', 'variable', 'destruida', 'acción', 'gobierno', 'revolucionario', 'solo', 'revertirá', 'cambios', 'profundos', 'país', 'reinstituiconalizacion', 'independiente', 'mismo']",Neutral,0,0,0
"['mucha', 'demora', 'luego', 'abusos', 'típicos', 'poder', 'harán', 'injusta', 'entrada', 'proceso', 'vacunación', 'tarde', 'temprano', 'entrarán', 'vacunas', 'apoyo', 'humanitario', 'proceso', 'intenso', 'pensaba', 'originalmente']",Neutral,0,0,0
"['nones', 'pregunta', 'puede', 'responderse', 'igual', 'mundo', 'sectores', 'segmentos', 'siguen', 'siendo', 'atractivos', 'podrían', 'seguir', 'creciendo', 'futuro', 'peligro', 'extinción', 'dependerá', 'capacidad']",Neutral,0,0,0
"['medida', 'economía', 'dolarizada', 'transaccional', 'mente', 'banca', 'va', 'adorándose', 'necesidades', 'mercado', 'crédito', 'paso', 'natural', 'siempre', 'moneda', 'extranjera', 'indexado']",Neutral,0,0,0
"['existe', 'absolutamente', 'ninguna', 'posibilidad', 'gobierno', 'maduro', 'claramente', 'minoritario', 'controlando', 'territorio', 'instituciones', 'permita', 'referéndum', 'ponga', 'peligro']",Neutral,0,0,0
"['situación', 'sector', 'agrícola', 'dramática', 'problema', 'diésel', 'potencia', 'exponencialmente', 'país', 'camina', 'agresivamente', 'elevar', 'dependencia', 'alimentaria', 'productos', 'importados', 'aunque', 'limitaciones', 'graves', 'transporte']",Neutral,0,0,0
"['problema', 'valor', 'moneda', 'ver', 'desconfianza', 'autoridad', 'monetarias', 'modelo', 'económico', 'país', 'recatar', 'confianza', 'reconversión', 'valga', 'aunque', 'corto', 'plazo', 'siempre', 'impactos', 'positivos']",Neutral,0,0,0
['creo'],Neutral,0,0,0
"['equilibrios', 'macro', 'lograrán', 'mientras', 'recate', 'confianza', 'parece', 'cerca', 'condición', 'zonas', 'especiales', 'igual', 'apertura', 'facto', 'abre', 'oportunidades', 'negocios', 'nunca', 'replantear', 'crecimiento', 'estable', 'país']",Neutral,0,0,0
"['igual', 'cualquier', 'empresa', 'logrado', 'cumplir', 'objetivos', 'centrales', 'indispensable', 'presentar', 'propuesta', 'cambio', 'profunda', 'incluyendo', 'liderazgos', 'fin', 'rescatar', 'esperanzas', 'repetir', 'hecho', 'garantía', 'obtener', 'mismo', 'resultado']",Neutral,0,0,0
"['difícil', 'opo', 'logre', 'acuerdo', 'integral', 'participar', 'regionales', 'pues', 'diferencias', 'insalvables', 'atarla', 'referéndum', 'elección', 'presidencial', 'embargo', 'parece', 'imparable', 'decisión', 'participación', 'varios', 'grupos', 'opositores', 'relevantes']",Neutral,0,0,0
"['minutos', 'sesión', 'preguntas', 'respuestas', 'comenzando', 'inmediato']",Neutral,0,0,0
"['quiero', 'darle', 'gracias', 'inscritos', 'evento', 'horizontes', 'laureanomar', 'luisvicenteleon', 'confiar', 'haber', 'llenado', 'capacidad', 'transmisión', 'ampliada', 'tarde', 'casa', 'llena', 'honor', 'compromiso', 'vemos', 'datanalisis']",Neutral,0,0,0
"['población', 'quiere', 'cambio', 'gobierno', 'solo', 'cree', 'oposición', 'institucional', 'capacidad', 'producirlo', 'analizaremos', 'detalle', 'mañana', 'jueves', 'pm', 'horizontes', 'laureanomar', 'luisvleon', 'inscripciones', 'eventos', 'datanalisis', 'com', 'datanalisis']",Neutral,0,0,0
"['¿sabias', 'transacciones', 'comerciales', 'realizan', 'moneda', 'extranjera', 'vzla', 'comentaremos', 'detalle', 'mañana', 'horizontes', 'laureanomar', 'luisvleon', 'inscripciones', 'eventos', 'datanalisis', 'com', 'datanalisis', 'wtcvalencia', 'foropeps']",Neutral,0,0,0
"['encantados', 'recibir', 'amigos', 'natick', 'cómo', 'patrocinante', 'horizontes', '\u2066\u2066', 'laureanomar', 'luisvleon\u2069', 'jueves', 'pm', 'datanalisis\u2069', 'wtcvalencia\u2069', 'foropeps', 'mencionan', 'lema', 'juntos', 'multiplicamos”']",Neutral,0,0,0
"['evidente', 'mayoría', 'pob', 'desea', 'salida', 'maduro', 'poder', 'responsabiliza', 'crisis', 'suficiente', 'provocar', 'cambio', 'si', 'propuesta', 'alternativa', 'queda', 'colgada', 'brocha', 'depender', 'terceros', 'propia', 'lucha', 'política']",Neutral,0,0,0
"['opo', 'concentra', 'esfuerzos', 'atacar', 'grupos', 'opositores', 'piensan', 'distinto', 'mantener', 'poder”', 'interno', 'ofrecer', 'diferente', 'pueda', 're', 'construir', 'esperanzas', 'cambio', 'condena', 'pulverización', 'cambio', 'incontrolado', 'adentro']",Neutral,0,0,0
"['solución', 'tratar', 'opositores', 'piensen', 'igual', 'diferencias', 'deben', 'ser', 'bienvenidas', 'puede', 'avanzar', 'acuerdo', 'básico', 'indispensable', 'reglas', 'juego', 'usarán', 'dirimir', 'diferencias', 'naturales', 'base', 'democracia']",Neutral,0,0,0
"['división', 'opositora', 'buenos', 'malos', 'sino', 'formas', 'distintas', 'pensamiento', 'intentar', 'cambiar', 'dueño', 'verdad”', 'planteando', 'antagonismo', 'sospecha', 'denigra', 'piensen', 'cómo', 'hacer', 'exactamente', 'mismo', 'hace', 'chavismo']",Neutral,0,0,0
"['pob', 'vzlana', 'necesita', 'reconstruir', 'esperanza', 'tener', 'liderazgo', 'motive', 'recibir', 'propuestas', 'creíbles', 'tener', 'triunfos', 'tempranos', 'aunque', 'parciales', 'tiempo', 'abandonar', 'propuesta', 'paralizadora', 'binaria', 'pues', 'vista', 'conduce']",Neutral,0,0,0
"['vzlanos', 'demandan', 'cambio', 'político', 'punto', 'fuerte', 'une', 'población', 'problema', 'deseo', 'usualmente', 'gran', 'impulsor', 'lucha', 'política', 'convierte', 'decepción', 'desánimo', 'concreta', 'tiempo', 'conduce', 'migración', 'adaptación']",Neutral,0,0,0
"['conversando', 'gibelli', 'viviana', 'onda', 'super', 'estación', 'hablar', 'horizontes', 'evento', 'horizontes', 'datanalisis']",Neutral,0,0,0
"['ratico', 'conversando', 'laureanomar\u2069', 'evento', 'horizontes', 'dos', 'perspectivas', 'realidad', 'datanalisis']",Neutral,0,0,0
"['lamento', 'partida', 'bellita', 'troconis', 'durán', 'vez', 'celebro', 'vida', 'larga', 'buena', 'plena', 'dedicada', 'educación', 'muchas', 'generaciones', 'tovareños', 'recordarán', 'afecto', 'agradecimiento', 'primos', 'lauri', 'edgad', 'abrazo', 'cariño']",Neutral,0,0,0
"['aunque', 'condiciones', 'acuerdos', 'humanitarios', 'básicos', 'parciales', 'necesidad', 'atender', 'pob', 'riesgo', 'lleva', 'solicitar', 'apoyo', 'acciones', 'unilaterales', 'orienten', 'vacunar', 'urgentemente', 'vzlanos', 'venga', 'venga', 'sumándolas', 'dividiéndolas']",Neutral,0,0,0
"['decisión', 'gob', 'atacar', 'nuevo', 'fedecamaras', 'romper', 'posibilidades', 'acuerdos', 'parciales', 'allá', 'desconfianza', 'mutua', 'puedan', 'ayudar', 'resolver', 'problemas', 'humanitarios', 'fundamentales', 'población', 'duda', 'decepcionante', 'negativa', 'país']",Neutral,0,0,0
"['listos', 'conversar', 'maría', 'isabel', 'parraga', 'laureanomar', 'onda', 'súper', 'estación', 'hablando', 'horizontes', 'evento', 'junio', 'pm', 'organizado', 'datanalisis\u2069', 'wtcvalencia', 'foropeps']",Neutral,0,0,0
"['hoy', 'am', 'laureanomar\u2069', '\u2066\u2066', 'luisvicenteleon\u2069', 'conversaremos', 'instagram', 'live', 'evento', 'horizontes', 'vemos', 'cuenta', 'ig', 'luisvleon']",Neutral,0,0,0
"['aquí', 'muestra', 'manipulación', 'imbecilidad', 'todas', 'anteriores']",Neutral,0,0,0
"['impresentable', 'triste', 'terrible', 'inhumano']",Neutral,0,0,0
"['claro', 'si', 'trata', 'solución', 'sino', 'buscando']",Neutral,0,0,0
"['si', 'posibilidad', 'teórica', 'empíricamente', 'cualquier', 'intervención', 'permita', 'empresas', 'cumplirán', 'funciones', 'productivas', 'mayoría', 'empresas', 'expropiadas', 'ahora', 'necesitan', 'privatizar']",Neutral,0,0,0
"['ustedes', 'precisamente', 'reto', 'importante', 'sociedad', 'posible', 'construir', 'país', 'si', 'podemos', 'ofrecer', 'jóvenes', 'futuro', 'digno', 'podemos', 'descansar', 'resolverlo']",Neutral,0,0,0
"['totalmente', 'articulista', 'opinión', 'oficio', 'ejerzo', 'hace', 'ańos', 'junto', 'profesor', 'encuestador', 'orgulloso', 'serlo', 'cambio', 'oficio', 'encanta', 'criticar']",Neutral,0,0,0
"['banca', 'procesos', 'sofisticados', 'manejo', 'dólar', 'efectivo', 'va', 'avanzado', 'posibilidad', 'retroceso', 'leyes', 'van', 'rezagadas', 'detrás', 'imparables']",Neutral,0,0,0
"['dios', 'quiera', 'si']",Neutral,0,0,0
"['totalmente', 'acuerdo']",Neutral,0,0,0
"['análisis', 'objetivo', 'racional', 'analista', 'privilegia', 'posición', 'política', 'deseos', 'encima', 'verdad', 'analista']",Neutral,0,0,0
"['posible', 'hacer', 'proyección', 'evolución', 'dólar', 'períodos', 'específicos', 'tiempo', 'solo', 'referencias', 'cualitativas', 'claro', 'límite', 'dólar', 'rescatar', 'confianza', 'cielo']",Neutral,0,0,0
"['preocupación', 'pensamos', 'error', 'basar', 'estrategia', 'presión', 'cambio', 'sanciones', 'generales', 'sido', 'decepcionantes', 'todas', 'partes', 'mundo', 'muestran', 'venezuela', 'trata', 'tema', 'ideológico', 'empírico', 'obvio']",Neutral,0,0,0
"['país', 'proceso', 'masificación', 'uso', 'transaccional', 'dólar', 'proceso', 'formal', 'dolarizacion', 'oficial', 'gobierno', 'quiere', 'puede', 'implementar', 'pues', 'sancionado']",Neutral,0,0,0
"['creo', 'cualquier', 'cosa', 'permita', 'masificación', 'vacunas', 'venezuela', 'lógica', 'necesaria', 'humana']",Neutral,0,0,0
"['venezuela', 'pulverizó', 'tres', 'cuartas', 'partes', 'pib', 'destrucción', 'importante', 'valor', 'historia', 'america', 'latina', 'periodo', 'tan', 'corto', 'guerra']",Neutral,0,0,0
"['creo', 'sinceramente', 'últimos', 'intentos', 'control', 'estrategias', 'tendientes', 'controlar', 'voces', 'radicales', 'internas', 'chavismo', 'regresar', 'estrategia', 'intensa', 'control', 'gobierno', 'reconoce', 'sido', 'inútil', 'inadecuada', 'contraproducente']",Neutral,0,0,0
"['relación', 'nunca', 'cumplió', 'recurso', 'discursivo', 'populista', 'tantos', 'venezuela']",Neutral,0,0,0
"['entendiendo', 'nadie', 'va', 'sacar', 'afuera']",Neutral,0,0,0
"['agudización', 'pandemia', 'venezuela', 'nuevos', 'intentos', 'inaplicables', 'distorsionantes', 'control', 'estatal', 'precios', 'obligado', 'recalcular', 'mayoría', 'proyecciones', 'pib', 'negativo', 'aún', 'sectores', 'puedan', 'flotar']",Neutral,0,0,0
"['utilizar', 'insultos', 'calificar', 'actores', 'políticos', 'argumentos', 'serios', 'descalifica', 'insultas', 'independientemente', 'uses']",Neutral,0,0,0
"['lamentablemente', 'venezuela', 'gran', 'debilidad', 'institucional', 'hace', 'instituciones', 'responda', 'revolución', 'constitución', 'reto', 'complejo', 'reconstrucción', 'venezuela', 'independientemente', 'quién', 'aborde']",Neutral,0,0,0
"['economía', 'alta', 'incertidumbre', 'clave', 'análisis', 'entorno', 'construir', 'escenarios', 'prepararse', 'diferentes', 'opciones', 'futuras', 'técnica', 'uso', 'común', 'aunque', 'compleja', 'siempre', 'subjetiva']",Neutral,0,0,0
"['oposición', 'inteligente', 'preocupada', 'país', 'representa', 'población', 'heterogénea', 'diferentes', 'formas', 'pensar', 'trata', 'buenos', 'malos', 'sino', 'diferencias', 'visión', 'unidad', 'necesaria', 'pensamiento', 'autocracia', 'reglas', 'juego', 'decidir']",Neutral,0,0,0
"['usaré', 'minutos', 'complementar', 'sesión', 'preguntas', 'respuestas', 'antier', 'pues', 'quedaron', 'muchas', 'pendientes', 'tintero']",Neutral,0,0,0
"['bolívar', 'perdió', 'funciones', 'moneda', 'gob', 'intenta', 'mantenerlo', 'vivo', 'presionando', 'uso', 'logra', 'multiplicar', 'encarecer', 'operaciones', 'cambio', 'bs', 'proteger', 'patrimonios', 'operación', 'natural', 'divisas', 'seguiría', 'siéndolo', 'futuro']",Neutral,0,0,0
"['forma', 'crecimiento', 'pandemia', 'venezuela', 'impacto', 'aún', 'peor', 'evolución', 'económica', 'país', 'lamentablemente', 'fenómeno', 'mundial', 'venezuela', 'podría', 'ser', 'difícil', 'debilidad', 'economia', 'recibe', 'tardía', 'primera', 'ola', 'local']",Neutral,0,0,0
"['creo', 'problema', 'twitter', 'session', 'respuestas', 'normalmente', 'muchas', 'ocasiones', 'especiales']",Neutral,0,0,0
"['diésel', 'producto', 'homogéneo', 'sirve', 'diésel', 'alto', 'bajo', 'sulfuro', 'usos', 'distintos', 'vzla', 'produce', 'ahora', 'sólo', 'alto', 'sulfuro', 'insuficiente', 'incluso', 'demanda', 'interna', 'importaciones', 'difícil', 'garantizar', 'equilibrios']",Neutral,0,0,0
"['condiciones', 'relevantes', 'hacer', 'elección', 'instrumento', 'lucha', 'suficiente', 'necesita', 'población', 'confíe', 'oposición', 'capaz', 'defender', 'vote', 'provocar', 'presiones', 'necesarias', 'respete']",Neutral,0,0,0
"['hiperinflacionario', 'activa', 'imposible', 'evitar', 'incrementos', 'nominales', 'liquidez', 'supuesto', 'permiten', 'subida', 'tipo', 'cambio', 'devaluación', 'proceso', 'depreciación', 'moneda', 'pérdida', 'confianza', 'valor', 'ocurre', 'liquidez']",Neutral,0,0,0
"['nadie', 'va', 'producir', 'cambio', 'gobierno', 'venezuela', 'exterior', 'procesos', 'modernos', 'cambio', 'transición', 'producen', 'internamente', 'apoyo', 'internacional', 'necesario', 'suficiente']",Neutral,0,0,0
"['creo', 'proyecto', 'fedecamaras', 'racional', 'humano', 'eficiente', 'obviamente', 'costos', 'elevados', 'puede', 'contar', 'soportes', 'financieros', 'privados', 'internacionales', 'humanitarios']",Neutral,0,0,0
"['apertura', 'facto', 'mercado', 'cambiario', 'precios', 'generó', 'estímulos', 'actividades', 'podríamos', 'llamar', 'ganadoras', 'embargo', 'recrudecimiento', 'pandemia', 'intentos', 'oficiales', 'recientes', 'control', 'vuelven', 'reducir', 'expectativas', 'mejora']",Neutral,0,0,0
"['distinto', 'visto', 'años', 'vzla', 'allá', 'debate', 'filosófico”', 'sanciones', 'generales', 'personales', 'debilitado', 'presionado', 'gob', 'negociar', 'abandonar', 'poder', 'aunque', 'si', 'deteriorado', 'aún', 'vida', 'pob', 'clásico', 'previsible']",Neutral,0,0,0
"['cifras', 'covid', 'vzla', 'mundo', 'dependientes', 'número', 'pruebas', 'número', 'real', 'casos', 'vzla', 'sistema', 'pruebas', 'masivas', 'pacientes', 'sintomáticos', 'asintomáticos', 'estadística', 'reflejan', 'realidad', 'problema', 'obvio', 'desbordado']",Neutral,0,0,0
"['impedir', 'entrada', 'vacunas', 'aztrazeneca', 'política', 'impresentable', 'inhumana', 'probablemente', 'expectativa', 'gubernamental', 'sustitución', 'vacunas', 'esperan', 'introducir', 'vinculadas', 'gob', 'oposición', 'final', 'espera', 'entrada', 'aunque', 'tardía', 'lenta']",Neutral,0,0,0
"['tipo', 'cambio', 'refleja', 'precio', 'dispuesto', 'pagar', 'comprar', 'garanticen', 'patrimonio', 'capacidad', 'compra', 'si', 'confianza', 'bs', 'inflación', 'imparable', 'casi', 'vzla', 'forma', 'devaluación', 'detenga', 'día', 'laboral', 'feriado']",Neutral,0,0,0
"['minutos', 'sesión', 'preguntas', 'respuestas', 'comenzando', 'inmediato']",Neutral,0,0,0
"['felices', 'pascuas', 'próximo', 'año', 'podamos', 'celebrarlas', 'familia', 'ampliada', 'misas', 'cálidas', 'multitudinarias', 'calle', 'montaña', 'playa', 'llano', 'aprovechando', 'tierra', 'historia', 'pasa', 'ayudarlo', 'pasar']",Neutral,0,0,0
"['quiero', 'enviar', 'toda', 'solidaridad', 'cariño', 'amiga', 'andreina', 'niño', 'momento', 'tan', 'doloroso', 'difícil', 'representa', 'fallecimiento', 'mamá', 'olga', 'niño', 'hermano', 'humberto', 'josé', 'niño', 'víctimas', 'pandemia', 'recrudece', 'manera', 'exponencial', 'país']",Neutral,0,0,0
"['quiero', 'enviar', 'compañero', 'colega', 'alumno', 'amigo', 'francisco', 'allen', 'toda', 'familia', 'palabras', 'condolencias', 'fallecimiento', 'padre', 'francisco', 'allen', 'dios', 'ayude', 'superar', 'tristeza', 'momento', 'tan', 'difícil', 'injusto']",Neutral,0,0,0
"['petare', 'pregúntale', 'manipuladores', 'hicieron', 'creer', 'dimos', 'datos', 'absurdos']",Neutral,0,0,0
"['monickred', 'dato', 'falso', 'acerca', 'información', 'nacional', 'manipuladores', 'ponen', 'precisamente', 'generar', 'confusión', 'clásico', 'fake', 'news']",Neutral,0,0,0
"['krlozgalindz', 'empieza', 'averiguar', 'dónde', 'dimos', 'semejante', 'dato', 'encuentres', 'ninguna', 'fuente', 'des', 'cuenta', 'engañaron', 'vuelves', 'escribir']",Neutral,0,0,0
"['cicerncatilina', 'dato', 'falso', 'nunca', 'dado', 'información', 'nonse', 'parece', 'cálculos', 'muestra', 'fake', 'news', 'gente', 'manipulada', 'hatersl', 'profesionales', 'solo', 'quieren', 'crear', 'confusión', 'rabia']",Neutral,0,0,0
"['juanuzc', 'si', 'gustan', 'estadísticas', 'diría', 'mayoría', 'casos', 'producen', 'cambios', 'total', 'producen', 'negociados', 'salidas', 'radicales']",Neutral,0,0,0
"['abel', 'mp', 'cambiando']",Neutral,0,0,0
"['robertomonagas', 'así', 'trabajo', 'evitarlo', 'toda', 'costa']",Neutral,0,0,0
"['bellofer', 'claro', 'entiende', 'único', 'pueden', 'ver', 'realidad', 'compleja', 'linealpensantes']",Neutral,0,0,0
"['lucha', 'cambio', 'clave', 'entender', 'significa', 'buscar', 'perfección', 'pues', 'perspectiva', 'decía', 'adelman', 'consecuencias', 'terribles', 'sido', 'causa', 'grandes', 'guerras', 'revoluciones', 'golpes', 'supusieron', 'carnicerías', 'humanas']",Neutral,0,0,0
"['¿pueden', 'producirse', 'cambios', 'vzla', 'claro', 'si', 'trata', 'discursos', 'delirantes', 'amenazas', 'increíbles', 'absurdas', 'llamadas', 'suicidio', 'colectivo', 'sino', 'decisiones', 'inteligentes', 'articular', 'lucha', 'política', 'interna', 'sustituto', 'ninguna', 'parte', 'mundo']",Neutral,0,0,0
"['importa', 'extremistas', 'griten', 'duro', 'activen', 'mercenarios', 'hoy', 'convertidos', 'policías', 'políticos', 'bárbaros', 'haters”', 'internet', 'posibilidad', 'éxito', 'construir', 'condiciones', 'obliguen', 'partes', 'lograr', 'acuerdos', 'políticos', 'llama', 'presión']",Neutral,0,0,0
"['análisis', 'entorno', 'país', 'buscar', 'desesperadamente', 'ser', 'simpático', 'condescendiente', 'artificialmente', 'esperanzador', 'desmotivante', 'único', 'ser', 'cierto', 'certero']",Neutral,0,0,0
"['recordé', 'reflexion', 'albert', 'hirshman', 'uso', 'clases', 'análisis', 'entorno', 'oído', 'años', 'privilegian', 'argumentos', 'dejan', 'sociedades', 'delirantes', 'expectativas', 'imposibles', 'desesperanzadas', 'seguras', 'derrotas”']",Neutral,0,0,0
"['conversación', 'alumni”', 'giró', 'alrededor', 'marca', 'actividad', 'análisis', 'entorno', 'funciona', 'máxima', 'complacer”', 'cliente', 'perspectiva', 'decir', 'popular', 'deseado', 'gratificante', 'esperado', 'menos', 'verdad”']",Neutral,0,0,0
"['aunque', 'hoy', 'colegas', 'carreras', 'académicas', 'espectaculares', 'mejores', 'universidades', 'mundo', 'posible', 'romper', 'relación', 'alumno', 'profesor', 'interés', 'centraba', 'experiencias', 'aprendizajes', 'éxitos', 'fracasos', 'ver', 'fotos', 'actuales']",Neutral,0,0,0
"['primer', 'reto', 'conversar', 'ex', 'alumnos', 'evitar', 'coyuntural', 'críticas', 'lamentos', 'funcionado', 'rescatar', 'equilibrios', 'bienestar', 'país', 'concentrarnos', 'analizar', 'alternativas', 'futuro', 'abandonen', 'pasiones', 'cambio', 'racional']",Neutral,0,0,0
"['quiero', 'agradecer', 'grupo', 'alumni', 'ex', 'alumnos', 'universidades', 'venezuela', 'españa', 'méxico', 'invitación', 'pensar', 'venezuela', 'enormes', 'retos', 'frente', 'siempre', 'rico', 'comentarios', 'ideas', 'siempre', 'frescas', 'inteligentes']",Neutral,0,0,0
"['lujo', 'compartir', 'nuevo', 'laureanomar\u2069', 'analizar', 'país', 'dos', 'perspectivas', 'puedes', 'perder', 'datanalisis\u2069', 'wtcvalencia\u2069', 'foropeps']",Neutral,0,0,0
"['lejos', 'visión', 'miope', 'plantea', 'acuerdos', 'políticos', 'garantizar', 'vida', 'evitar', 'destrucción', 'cesión', 'enemigo', 'acción', 'coloca', 'oposición', 'lado', 'gente', 'cabeza', 'búsqueda', 'soluciones', 'concretas', 'ceder', 'lucha', 'cambio']",Neutral,0,0,0
"['oposición', 'dio', 'paso', 'gigante', 'solicitar', 'liberación', 'recursos', 'congelados', 'compra', 'vacunas', 'pesar', 'implementación', 'local', 'exigía', 'acuerdos', 'maduro', 'significa', 'reconocen', 'legitimidad', 'sino', 'derecho', 'vida', 'venezolanos']",Neutral,0,0,0
"['gran', 'noticia', 'acuerdo', 'permite', 'compra', 'vacunas', 'venezuela', 'busca', 'atender', 'fondo', 'crisis', 'momentos', 'hace', 'pico', 'estragos', 'población', 'demostración', 'madurez', 'política', 'pone', 'vida', 'gente', 'primer', 'lugar', 'debe', 'ser']",Neutral,0,0,0
"['regresar', 'estrategia', 'control', 'precios', 'restricción', 'cambiaría', 'tan', 'contraproducente', 'vale', 'pena', 'hilo', 'explicación', 'tema', 'pues', 'incluso', 'intenta', 'sabe', 'servirá', 'construir', 'cortina', 'humo', 'absurdo', 'sino', 'siguiente']",Neutral,0,0,0
"['minutos', 'conversando', 'oportunidades', 'retos', 'sector', 'empresarial', 'pandemia', 'live', 'instagram', 'luisvleon\u2069', 'patrocinado', 'lm', 'logística', 'vemos', 'ahí']",Neutral,0,0,0
"['allá', 'debate', 'responsabilidades', 'culpas', 'importante', 'ambiente', 'político', 'historia', 'momento', 'relevante', 'explicar', 'población', 'cómo', 'puede', 'masificar', 'único', 'resolverá', 'tema', 'vacunación', 'posible', 'acuerdos', 'nacionales', 'urgentes']",Neutral,0,0,0
"['luego', 'año', 'enfermedad', 'variantes', 'contaminantes', 'país', 'covid', 'hace', 'pico', 'ocupaciones', 'visibles', 'camas', 'terapias', 'intensivas', 'hospitales', 'clínicas', 'muestra', 'cualquier', 'estadística', 'imperfecta', 'peligro', 'severo', 'debemos', 'actuar']",Neutral,0,0,0
"['debido', 'aislamiento', 'natural', 'vzla', 'penetración', 'covid', 'menor', 'resto', 'vecinos', 'debajo', 'europa', 'usa', 'vendió', 'éxito', 'gestión', 'realidad', 'efecto', 'secundario', 'quizás', 'único', 'bueno', 'crisis', 'situación', 'acabó']",Neutral,0,0,0
"['sevecost', 'estimado', 'aquí', 'pide', 'efectivo', 'comerciante', 'venesuela', 'producen', 'dólares', 'traen', 'desordenadamente', 'acuerdos', 'emisor', 'imposible', 'planificarlo']",Neutral,0,0,0
"['banca', 'reaccionando', 'ofrecer', 'soporte', 'tecnológico', 'productos', 'permitan', 'llenar', 'vacío', 'bs', 'efectivo', 'vuelto', 'pagos', 'virtuales', 'doble', 'vía', 'custodia', 'débitos', 'bs', 'respaldados', 'custodias', 'banplusonline', 'ejemplo', 'desarrollos']",Neutral,0,0,0
"['comercio', 'hace', 'esfuerzos', 'claves', 'adaptarse', 'situación', 'dolarización', 'desordenada', 'lejos', 'ser', 'criticable', 'sido', 'mecanismo', 'apoyo', 'actividad', 'econ', 'abastecimiento', 'población', 'claro', 'enfrenta', 'barreras', 'aún', 'tratando', 'resolver']",Neutral,0,0,0
"['billete', 'millón', 'bs', 'aún', 'circula', 'masivamente', 'hoy', 'vale', 'cts', 'dos', 'meses', 'valdrá', 'menos', 'monedita', 'solución', 'vuelto', 'estabilizar', 'bs', 'tener', 'dolarización', 'formal', 'ser', 'tecnológica', 'través', 'banca']",Neutral,0,0,0
"['opción', 'dar', 'vuelto', 'bs', 'efectivo', 'aunque', 'compra', 'dólares', 'viable', 'mientras', 'cono', 'monetario', 'restringido', 'volumen', 'billetes', 'valor', 'real', 'mismos', 'incluso', 'ahora', 'billete', 'millón', 'bs', 'equivale', 'apenas', 'moneda', 'centavos', 'amp']",Neutral,0,0,0
